TITLE Room 2

START 2 2

IMPORT tile-castle.dat
IMPORT texture-colored.dat

BACKGROUND
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 17 17 17 17 17 17 17 17 17 17 17 17 17 17 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

FOREGROUND
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01
01 00 00 00 00 01 01 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01
01 00 00 01 01 00 00 00 00 00 00 00 00 00 00 01
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01

BLOCKS
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 01 04 03 02 00
00 00 00 00 00 00 00 00 00 00 00 02 01 04 03 00
00 00 00 00 00 00 00 00 00 00 00 03 02 01 04 00
00 00 00 00 00 00 00 00 00 00 00 04 03 02 01 00
00 00 00 00 00 00 00 00 00 00 00 01 04 03 02 00
00 00 00 00 00 00 00 00 00 00 00 02 01 04 03 00
00 00 00 00 00 00 00 00 00 00 00 03 02 01 04 00
00 00 00 00 00 00 00 00 00 00 00 04 03 02 01 00
00 00 00 00 00 00 00 00 00 00 00 01 04 03 02 00
00 00 00 00 00 00 00 00 00 00 00 02 01 04 03 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
