# Name of the room
# Is the entire length of the line, including spaces
TITLE Path Test

# Hero start position
START 40 40

# Size of the room
# Defaults to 16x12
SIZE 16 12

# Import a default set of tiles and blocks
IMPORT tiles-castle.dat
IMPORT textures-colored.dat

# The background is tiles that are drawn underneath everything else
# Tiles are represented by their corresponding integer value
# 0 (zero) is an empty tile
BACKGROUND
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 02 02 02 02 02 02 00 00 00 00 00 00 00 00 00
00 02 02 02 02 02 02 00 00 00 00 00 00 00 00 00
00 02 02 02 02 02 02 00 00 00 00 00 00 00 00 00
00 02 02 02 02 02 02 00 00 00 00 00 00 00 00 00
00 02 02 02 02 02 02 00 00 00 00 00 00 00 00 00
00 02 02 02 02 02 02 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

# The foreground is tiles on the same plane as the hero
# Tiles are represented by their corresponding integer value
# 0 (zero) is an empty tile
FOREGROUND
01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

# Collision map
# 1 (one) is solid
# 0 (zero) is able to be passed through
COLLISION
01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00
01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

# Block placement
# Enter an integer for a specific block
# 0 (zero) is for blank
# -1 (any negative number) will display a random block
BLOCKS
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 04 02 01 00 00 00 00 00 00 00 00 00
00 00 00 00 04 03 01 00 00 00 00 00 00 00 00 00
00 00 00 00 02 02 01 00 00 00 00 00 00 00 00 00
00 00 00 00 02 03 02 00 00 00 00 00 00 00 00 00
00 00 00 00 04 02 02 00 00 00 00 00 00 00 00 00
00 00 00 00 04 03 02 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

# ENEMY type row col speed dist
# Type: LEFTRIGHT, UPDOWN, DIAGONAL
# Row, Col: Starting position in the room
# Speed: In Pixels-Per-Second
# Dist: Distance to travel in pixels, neg num to bounce
#ENEMY LEFTRIGHT 9 11 30 -1
#ENEMY UPDOWN 3 12 30 -1
