START 11 13

DIRECTION DOWN

IMPORT tile-bricks.dat
IMPORT texture-colored-2.dat

BACKGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  0
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  1
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  2
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  3
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  4
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  5
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  6
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  7
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  8
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  9
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 10
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 11

FOREGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 #  0
001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 #  1
001 000 000 000 000 000 000 000 000 000 000 000 000 000 000 001 #  2
001 000 000 001 001 001 001 001 001 001 001 001 001 000 000 001 #  3
001 000 000 001 000 000 000 000 000 000 000 000 000 000 000 001 #  4
001 000 000 001 000 000 000 000 000 000 000 000 000 000 000 001 #  5
001 000 000 001 000 000 001 001 001 001 001 001 001 001 001 001 #  6
001 000 000 001 000 000 001 000 000 000 000 000 000 000 000 001 #  7
001 000 000 001 000 000 001 000 000 000 000 000 000 000 000 001 #  8
000 000 000 001 000 000 000 000 000 000 000 001 000 000 000 001 #  9
000 000 000 001 000 000 000 000 000 000 000 001 000 000 000 001 # 10
001 001 001 001 001 001 001 001 001 001 001 001 000 000 001 001 # 11

BLOCKS
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  0
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  1
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  2
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  3
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  4
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  5
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  6
000 001 001 000 000 000 000 000 000 000 000 000 000 000 000 000 #  7
000 002 002 000 000 000 000 000 000 000 000 000 000 000 000 000 #  8
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  9
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 10
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 11

EXIT LEFT 9
EXIT LEFT 10

ENEMY BLOCKER 9 0 0 -1
ENEMY BLOCKER 10 0 0 -1

ENEMY UPDOWN 7 9 30 -1
ENEMY UPDOWN 8 8 30 -1
ENEMY UPDOWN 9 7 30 -1

ENEMY LEFTRIGHT 4 4 30 -1
ENEMY LEFTRIGHT 5 8 30 -1

ENEMY LEFTRIGHT 1 1 30 -1
ENEMY LEFTRIGHT 2 5 30 -1
ENEMY LEFTRIGHT 1 9 30 -1
ENEMY LEFTRIGHT 2 13 30 -1

ENEMY BLOCKER 3 1 0 -1
ENEMY BLOCKER 3 2 0 -1
